"book","line","text"
"br",1797,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1798,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1799,"RT @lluizcrf: Hoje tem Brasil // Lembrei do último resultado do Brasil na Copa https://t.co/qHMHOfQzI0"
"br",1800,"hoje tem brasil na copa e eu to passando mal ja"
"br",1801,"RT @zaynpride: o brasil tem q ganhar essa copa pq

1° a alemanha ta perto de empatar com a gente no quesito país q mais ganhou copas do mun…"
"br",1802,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1803,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1804,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1805,"RT @cartacapital: Imaginem o Brasil ser campeão e os jogadores serem obrigados a levantar a taça ao lado de Michel Temer, o presidente mais…"
"br",1806,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1807,"Caralho tem que te um Brasil x Portugal na copa pra nos passa a piroca nesses ladrao de ouro"
"br",1808,"RT @flu2mil: Atualizando sobre a Copa; o Brasil ainda nem jogou, mas de brasileiros até agora já entraram em campo:

Mario Fernandes, CSKA,…"
"br",1809,"RT @thateuss: 2014 depois do 7x1: nunca mais torço pro brasil

copa 2018: https://t.co/dTU8PGXsAy"
"br",1810,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1811,"RT @BTSONCHAT: nj: quer ver a copa?
jh: nah não to muito interessado não 
th da sala: PASSOU PASSOU PASSOU UM AVIÃO 
jh: E NELE TAVA ESCRIT…"
"br",1812,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1813,"RT @arthursantosx: Hoje tem Brasil e ele não pode perder pq a gnt arrumou briga com todos os paises da copa"
"br",1814,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1815,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1816,"RT @arthursantosx: Hoje tem Brasil e ele não pode perder pq a gnt arrumou briga com todos os paises da copa"
"br",1817,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1818,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1819,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1820,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1821,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1822,"Vamo que amanhã tem Brasil na copa https://t.co/NlDrYFo9tB"
"br",1823,"Ai caralho ja tou de saco cheio de tanta gente de portugal me encher o saco com aquele post que fiz sobre o meme da… https://t.co/SB3FPb1bSP"
"br",1824,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1825,"RT @luIapeIobrasiIl: nessa copa do mundo vou torcer pro Brasil feito um condenado... RUMO AO HEXA"
"br",1826,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1827,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1828,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1829,"RT @queridaporelas: Plena copa do mundo e eu acho q sou a única brasileira que não tem a blusa do brasil kkkkkkkkkkkkkkkkk"
"br",1830,"RT @whsallas: AMANHÃ TEM BRASIL PORRA, É COPA!! É COPAAAAAAAAAAA PORRA"
"br",1831,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1832,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1833,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1834,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1835,"Não sei pra vocês mas pra mim a copa tá começando hoje que tem jogo do Brasil, o resto foi só teste mesmo"
"br",1836,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1837,"RT @laurjcabeyo: HOJE A COPA COMEÇA OFICIALMENTE GALERAAA
HOJE TEM BRASIL https://t.co/hUuahE7bUj"
"br",1838,"RT @BiiellSPFC_: HOJE COMEÇA A GUERRA
HOJE TEM COPA DO MUNDO
HOJE TEM BRASIL CARALHO!! https://t.co/wjWJ4Qfhrq"
"br",1839,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1840,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1841,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1842,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1843,"RT @rbdpaixao: MEU DEUS HOJE É DIA DE BRASIL

HOJE TEM BRASIL ESTREANDO NA RUSSIA

FINALMENTE CHEGOU DIA DO VERDADEIRO JOGO DE ABERTURA DA…"
"br",1844,"RT @lluizcrf: Hoje tem Brasil // Lembrei do último resultado do Brasil na Copa https://t.co/qHMHOfQzI0"
"br",1845,"RT @PortalTracklist: Liam Payne sobre Copa ao ser questionado sobre quem ele acha que vai ganhar: 

""Eu espero que a Inglaterra, mas eu ach…"
"br",1846,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1847,"RT @RamonMilGr4u: HOJE TEM MENINO COUTO
HOJE TEM MENINO NEY
HOJE TEM QUE TER #AloMae 
HOJE TEM A ESTRÉIA DA MAIOR SELEÇÃO DO MUNDO
HOJE INI…"
"br",1848,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1849,"RT @UOLEsporte: Neymar é o líder. É polêmico. Gosta de aparecer. E pela frente ele terá que ter uma saúde de ferro para ser o cara do Brasi…"
"br",1850,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1851,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1852,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1853,"RT @rbdpaixao: a copa mal começou e o brasil já comprou briga com a argentina, alemanha, espanha, rússia, arábia saudita e portugual

QUE D…"
"br",1854,"RT @UMCANARINHOPUTO: AMANHÃ É DIA DE BRASIL NA COPA
E EU JÁ TÔ SOFRENDO ANTECIPADO
VAI TOMAR NO CU
RUMO AO HEXA"
"br",1855,"RT @zaynpride: o brasil tem q ganhar essa copa pq

1° a alemanha ta perto de empatar com a gente no quesito país q mais ganhou copas do mun…"
"br",1856,"eu nem tava dando importância p copa, aí pq o brasil joga hj eu tô começando a ficar nervosa"
"br",1857,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1858,"RT @istnati: o hino do brasil na copa, deveria ser: 

NO FLOW
POR ONDE A GENTE PASSA É SHOW, FECHOU
E OLHA ONDE A GNT CHEGOU
EU SOU PAÍS DO…"
"br",1859,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1860,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1861,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1862,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1863,"RT @legadodacopa: VAI TOMA NO CU QUEM ODEIA COPA
................./¯/)
.............../¯ ./
............./. . /
......../´¯/' . '/´¯`•¸,
..…"
"br",1864,"RT @DepEduardoCunha: Daqui a pouco a estréia do Brasil na copa"
"br",1865,"RT @bruboscarol: BRASILEIRO BRIGANDO COM PORTUGUES 
MEMES RUSSIA X ALEMANHA
ZOAÇAO COM A CERIMONIA DE ABERTURA 
CADE A SHAKIRA
ARABIA SAUDI…"
"br",1866,"Tirei Brasil! https://t.co/T3WrcoZbQn"
"br",1867,"RT @otariano: se der brasil x portugal na final da copa é melhor trancar a taça num cofre pq a taça é de ouro, vai que os portugueses roubam"
"br",1868,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1869,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1870,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1871,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1872,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1873,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1874,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1875,"RT @luIapeIobrasiIl: nessa copa do mundo vou torcer pro Brasil feito um condenado... RUMO AO HEXA"
"br",1876,"RT @rbdpaixao: MEU DEUS HOJE É DIA DE BRASIL

HOJE TEM BRASIL ESTREANDO NA RUSSIA

FINALMENTE CHEGOU DIA DO VERDADEIRO JOGO DE ABERTURA DA…"
"br",1877,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1878,"RT @blackpinkddl: a gente fala mal do Brasil mas chega a copa e nois ta como? #BRA https://t.co/GOKJkakepm"
"br",1879,"@Amanda_chaves19 brasil num vai ganha a copa  boa noite"
"br",1880,"Fica o ano todo falando que tem vergonha de ser brasileiro, mas na copa tem que ter tinta guache amarela e verde no… https://t.co/jZPJWZ22NB"
"br",1881,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1882,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1883,"RT @CanarinhoFuzil: JÁ VOU LOGO AVISANDO ;
Começou a copa do mundo o primeiro que eu ver torcendo contra o Brasil eu vou deitar na porrada.…"
"br",1884,"mais tarde tem brasil na copa, porra. VAI BRASIL"
"br",1885,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1886,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1887,"RT @UMCANARINHOPUTO: ATÉ PQ SE EU NÃO ASSISTIR A COPA
O BRASIL VAI MELHORAR NÉ
ESSA LÓGICA QUE EU NÃO ENTENDO
BRASIL RUMO AO HEXA
https://t…"
"br",1888,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1889,"RT @otariano: Plena copa do mundo e eu acho q sou o unico brasileiro que não tem a blusa do brasil kkkkkkkkkkkkkkkkk"
"br",1890,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1891,"RT @godisIovato: pq o brasil tem q ganhar a copa

(  )ser hexa
(  )pra jogar na cara dos alemães 
(  )uma conquista a mais
(x)pq nós tretam…"
"br",1892,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1893,"RT @thaisparanhos: brasileiros estão muito ansiosos pela estréia do brasil na copa 

“estamos muito ansiosos pela estréia do brasil na copa…"
"br",1894,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1895,"chegando em casa depois de um barzinho leve de cerveja com amigas. recusei todas as propostas hoje porque amanhã te… https://t.co/l4i4LvAdYB"
"br",1896,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1897,"To pensando aqui onde eu coloquei uma bandeira do Brasil q eu tenho, sei q na última copa eu simplesmente não achei… https://t.co/rWHZf2jRBN"
"br",1898,"RT @th_alvezz: A 2 semanas atrás o povo tava quebrando o pau no brasil, chegou a copa, é tipo mágica, tudo tá normal, todo mundo feliz...…"
"br",1899,"RT @ttwitandu: BRASIL ESTREIA HOJE NA COPA <f0><U+009F><U+0092><U+009A><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+0099><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7> https://t.co/0m1Grf9XRb"
"br",1900,"ISSO MENINO NEY, HOJE É DIA DE VIRAR ARTILHEIRO DA COPA. HOJE TEM BRASIL NA COPA. https://t.co/K13Ua3g5NZ"
"br",1901,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1902,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1903,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1904,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1905,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1906,"RT @modestiasantana: É HEXAAAA! Hoje se inicia mais uma Copa do Mundo, e nosso #TBT não poderia ser diferente. Domingo temos nosso primeiro…"
"br",1907,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1908,"nao vale a pena morar fora do brasil se for pra não ver a copa aqui. papo 10 galera"
"br",1909,"Tirei Brasil! 
https://t.co/UIKmQk20jR"
"br",1910,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1911,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1912,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1913,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1914,"Troquei o avi também pra torcer pro Brasil na copa. O personagem de anime que eu quero eu não achei, então devo faz… https://t.co/ajXd9uhOCj"
"br",1915,"RT @luIapeIobrasiIl: nessa copa do mundo vou torcer pro Brasil feito um condenado... RUMO AO HEXA"
"br",1916,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1917,"RT @nilmoretto: Vamo fazer um bolão sem dinheiro dos jogos do Brasil na copa? 
Quais seus palpites? os daqui de casa: 
Eu
Brasil 2 x 1 Suíç…"
"br",1918,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1919,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1920,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1921,"RT @arthursantosx: Hoje tem Brasil e ele não pode perder pq a gnt arrumou briga com todos os paises da copa"
"br",1922,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1923,"RT @SempreNa_Band: Neste domingo às 13h tem #BandEsporteClube ao vivo na @BandTV com apresentação de @chicogarciaa! Os gols da #CopaDoMundo…"
"br",1924,"RT @luIapeIobrasiIl: nessa copa do mundo vou torcer pro Brasil feito um condenado... RUMO AO HEXA"
"br",1925,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1926,"Se o Brasil ganhar essa copa e conseguir o hexa, eu prometo que tatuo o canarinho no meu corpo"
"br",1927,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1928,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1929,"RT @ohmystonefield: Época de copa até meu cu é verde e amarelo HOJE TEM BRASIL"
"br",1930,"RT @ttwitandu: BRASIL ESTREIA HOJE NA COPA <f0><U+009F><U+0092><U+009A><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+0099><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7> https://t.co/0m1Grf9XRb"
"br",1931,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1932,"Se brasil ganhar a copa eu paro de fumar maconha <f0><U+009F><U+0091><U+008D>"
"br",1933,"RT @thaynazadaa: Cara, só eu que em plena Copa não tenho uma puta blusa do Brasil?????"
"br",1934,"RT @ohmystonefield: Época de copa até meu cu é verde e amarelo HOJE TEM BRASIL"
"br",1935,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1936,"RT @ESCANTElOCURTO: HOJE TEM COPA DO MUNDO! <f0><U+009F><U+0094><U+00A5>
HOJE TEM A ESTRÉIA DA SELEÇÃO! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7>

JOGOS DE HOJE:

9:00 - <f0><U+009F><U+0087><U+00A8><f0><U+009F><U+0087><U+00B7> Costa Rica x Sérvia <f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0087><U+00B8>

12:00 -…"
"br",1937,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1938,"RT @zaynpride: o brasil tem q ganhar essa copa pq

1° a alemanha ta perto de empatar com a gente no quesito país q mais ganhou copas do mun…"
"br",1939,"RT @luIapeIobrasiIl: nessa copa do mundo vou torcer pro Brasil feito um condenado... RUMO AO HEXA"
"br",1940,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1941,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1942,"RT @craisck: minha timeline em epoca de copa 

icon de copa 
icon de copa 
icon normal 
pessoa 100% nem ai pra copa
icon de copa
icon de co…"
"br",1943,"HOJE TEM BRASIL MERMÃO RUMO AO HEXA ESSA COPA É NOSSA CHUPA ALEMANHA"
"br",1944,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1945,"RT @jkpassos9: Dá prá torcer na Copa e querer um Brasil melhor. 
Não precisa escolher um só. <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><U+26BD><U+FE0F><f0><U+009F><U+0092><U+0095>"
"br",1946,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1947,"RT @rafaelkjls: imaginando se por alguma coincidência do destino cair um jogo brasil x portugal nessa copa

a internet esse dia vai pegar f…"
"br",1948,"Sobre a copa na Rússia: não vou, mas vou assistir o jogo do Brasil tomando um delicioso borscht feito pela minha babushka... Já tá bem bão!"
"br",1949,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1950,"RT @luIapeIobrasiIl: nessa copa do mundo vou torcer pro Brasil feito um condenado... RUMO AO HEXA"
"br",1951,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1952,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1953,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1954,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1955,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1956,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1957,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1958,"RT @itsbeasz: #mostratuaforça 
A Copa vai começar numa Quinta.
Quinta = 6 letras
Brasil = 6 letras
Rússia = 6 letras
Neymar = 6 letras

e e…"
"br",1959,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1960,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1961,"RT @Esp_Interativo: É DIA DE COPA DO MUNDO!
É DIA DE BRASIL! <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+0086>
#Copa2018 https://t.co/2zAF2QrWyo"
"br",1962,"RT @cavalinhodoffc: HOJE TEM BRASIL NA COPA MEUS AMIGOS <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7>"
"br",1963,"Quando a copa não acontece no Brasil pra mim não é nem copa, eh isto."
"br",1964,"RT @Brellasker: hexa = 6 títulos
galvão = 6 letras 
Brasil = 6 letras 
russia = 6 letras
letras = 6 letras
7x1
7-1 = 6 
alemanha = 8
br = 2…"
"br",1965,"Tirei Brasil!
Óbvio né mores, não uso essa bandana à toa  https://t.co/qyX6cfYvZW"
"br",1966,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1967,"RT @cabaredlana: Hoje tem jogo do Brasil na copa e vai dar tudo certo porque temos Deus, Jesus e Espírito Santo ao nosso lado. <U+2764><U+FE0F> https://t…"
"br",1968,"RT @cristiangfx: HOJE A COPA REALMENTE COMECA, HOJE TEM BRASIL #DomingoDetremuraSDV"
"br",1969,"RT @LauuraPrincess: Plena copa do mundo e eu acho que sou a única brasileira que não tem blusa do Brasil"
"br",1970,"RT @lluizcrf: Hoje tem Brasil // Lembrei do último resultado do Brasil na Copa https://t.co/qHMHOfQzI0"
"br",1971,"RT @legadodacopa: VAI TOMA NO CU QUEM ODEIA COPA
................./¯/)
.............../¯ ./
............./. . /
......../´¯/' . '/´¯`•¸,
..…"
"br",1972,"RT @DepEduardoCunha: Daqui a pouco a estréia do Brasil na copa"
"br",1973,"RT @craisck: minha timeline em epoca de copa 

icon de copa 
icon de copa 
icon normal 
pessoa 100% nem ai pra copa
icon de copa
icon de co…"
"br",1974,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1975,"RT @cleytu: HOJE TEM BRASIL NA COPA DO MUNDO

H
O
J
E
 
T
E
M"
"br",1976,"RT @lluizcrf: Hoje tem Brasil // Lembrei do último resultado do Brasil na Copa https://t.co/qHMHOfQzI0"
"br",1977,"RT @lucasinutilismo: - está ansioso para a estreia do Brasil na copa?
- https://t.co/gnYHsA85ZX"
"br",1978,"Tirei Brasil! https://t.co/gVqeKiOkar"
"br",1979,"RT @EquipeDirection: <f0><U+009F><U+0093><U+008C> | Pergunta da @talkSPORT: ""Quem vencerá a Copa do Mundo e por quê?""

Liam: ""Eu realmente espero que a Inglaterra faç…"
"br",1980,"RT @meurmadrid: Brasil <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7> encara a Suíça <f0><U+009F><U+0087><U+00A8><f0><U+009F><U+0087><U+00AD> buscando manter tradição nas estreias da Copa

VAMOS BRA, BORA! <f0><U+009F><U+0092><U+009A><f0><U+009F><U+0092><U+0099><f0><U+009F><U+0092><U+009B>

<U+2795> https://t.co/ZNkUa0Yh5K…"
"br",1981,"RT @luIapeIobrasiIl: nessa copa do mundo vou torcer pro Brasil feito um condenado... RUMO AO HEXA"
"br",1982,"RT @artscyj: imagina se o brasil ganhar essa copa já pode fazer fanfic do brasil humilhado pela alemanha e que deu a volta por cima o seu d…"
"br",1983,"RT @ttwitandu: BRASIL ESTREIA HOJE NA COPA <f0><U+009F><U+0092><U+009A><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+0099><f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7> https://t.co/0m1Grf9XRb"
"br",1984,"RT @beafiigueiredo: mano se o brasil n ganhar a copa o tombo vai ser grande"
"br",1985,"o brasil vai ganhar a copa pq os simpsons previram"
